Temperature,Humidity,DATE
30,21,15/4/2024 10:46:0
29.9,21,15/4/2024 10:46:10
30,21,15/4/2024 10:46:20
29.9,21,15/4/2024 10:46:30
29.9,21,15/4/2024 10:46:41
29.9,21,15/4/2024 10:46:51
29.9,21,15/4/2024 10:47:1
29.9,21,15/4/2024 10:47:11
29.9,20,15/4/2024 10:47:21
29.9,21,15/4/2024 10:47:31
29.9,21,15/4/2024 10:47:41
29.9,21,15/4/2024 10:47:51
29.9,21,15/4/2024 10:48:1
29.9,21,15/4/2024 10:48:11
30,21,15/4/2024 10:48:22
29.9,21,15/4/2024 10:48:32
29.9,21,15/4/2024 10:48:42
29.9,21,15/4/2024 10:48:52
29.9,21,15/4/2024 10:49:2
29.9,21,15/4/2024 10:49:12
29.8,21,15/4/2024 10:49:22
29.8,21,15/4/2024 10:49:32
29.9,21,15/4/2024 10:49:42
30,21,15/4/2024 10:49:53
29.9,21,15/4/2024 10:50:3
29.8,21,15/4/2024 10:50:13
29.9,21,15/4/2024 10:50:23
29.9,21,15/4/2024 10:50:33
29.9,21,15/4/2024 10:50:43
29.9,21,15/4/2024 10:50:53
29.9,21,15/4/2024 10:51:3
29.9,21,15/4/2024 10:51:13
29.9,21,15/4/2024 10:51:23
29.9,21,15/4/2024 10:51:34
29.9,21,15/4/2024 10:51:44
30,21,15/4/2024 10:51:54
29.9,21,15/4/2024 10:52:4
29.9,21,15/4/2024 10:52:14
29.9,21,15/4/2024 10:52:24
29.9,21,15/4/2024 10:52:34
29.9,21,15/4/2024 10:52:44
30,21,15/4/2024 10:52:54
29.9,21,15/4/2024 10:53:4
29.9,21,15/4/2024 10:53:15
29.9,21,15/4/2024 10:53:25
29.9,21,15/4/2024 10:53:35
29.9,21,15/4/2024 10:53:45
29.9,21,15/4/2024 10:53:55
29.9,21,15/4/2024 10:54:5
29.9,21,15/4/2024 10:54:15
29.9,21,15/4/2024 10:54:25
30,21,15/4/2024 10:54:35
29.9,21,15/4/2024 10:54:46
29.8,21,15/4/2024 10:54:56
29.9,21,15/4/2024 10:55:6
29.9,21,15/4/2024 10:55:16
29.9,21,15/4/2024 10:55:26
29.9,21,15/4/2024 10:55:36
29.9,21,15/4/2024 10:55:46
30,21,15/4/2024 10:55:56
29.8,22,15/4/2024 10:56:6
29.8,21,15/4/2024 10:56:16
29.9,22,15/4/2024 10:56:27
29.9,21,15/4/2024 10:56:37
30,22,15/4/2024 10:56:47
29.8,21,15/4/2024 10:56:57
29.9,21,15/4/2024 10:57:7
29.9,21,15/4/2024 10:57:17
29.9,21,15/4/2024 10:57:27
29.8,21,15/4/2024 10:57:37
29.9,21,15/4/2024 10:57:47
29.9,21,15/4/2024 10:57:58
29.8,21,15/4/2024 10:58:8
29.9,22,15/4/2024 10:58:18
29.8,22,15/4/2024 10:58:28
29.9,22,15/4/2024 10:58:38
29.8,22,15/4/2024 10:58:48
29.9,22,15/4/2024 10:58:58
29.9,22,15/4/2024 10:59:8
30,22,15/4/2024 10:59:18
29.8,22,15/4/2024 10:59:28
29.9,22,15/4/2024 10:59:39
29.9,22,15/4/2024 10:59:49
29.8,22,15/4/2024 10:59:59
29.9,22,15/4/2024 11:0:9
29.9,22,15/4/2024 11:0:19
29.9,22,15/4/2024 11:0:29
29.9,22,15/4/2024 11:0:39
29.9,22,15/4/2024 11:0:49
29.9,22,15/4/2024 11:0:59
29.8,22,15/4/2024 11:1:9
29.9,22,15/4/2024 11:1:20
29.9,22,15/4/2024 11:1:30
29.8,22,15/4/2024 11:1:40
29.9,22,15/4/2024 11:1:50
29.8,22,15/4/2024 11:2:0
29.9,22,15/4/2024 11:2:10
29.8,22,15/4/2024 11:2:20
29.8,22,15/4/2024 11:2:30
29.8,22,15/4/2024 11:2:40
29.8,22,15/4/2024 11:2:50
29.9,22,15/4/2024 11:3:1
29.8,22,15/4/2024 11:3:11
29.9,22,15/4/2024 11:3:21
29.9,22,15/4/2024 11:3:31
29.8,22,15/4/2024 11:3:41
29.9,22,15/4/2024 11:3:51
29.9,22,15/4/2024 11:4:1
29.8,22,15/4/2024 11:4:11
29.8,22,15/4/2024 11:4:21
29.8,22,15/4/2024 11:4:31
29.8,22,15/4/2024 11:4:42
29.8,22,15/4/2024 11:4:52
29.9,22,15/4/2024 11:5:2
29.8,22,15/4/2024 11:5:12
29.8,22,15/4/2024 11:5:22
29.9,22,15/4/2024 11:5:32
29.8,22,15/4/2024 11:5:42
29.9,22,15/4/2024 11:5:52
29.8,22,15/4/2024 11:6:2
29.9,22,15/4/2024 11:6:13
29.9,23,15/4/2024 11:6:23
29.9,22,15/4/2024 11:6:33
29.9,22,15/4/2024 11:6:43
29.9,22,15/4/2024 11:6:53
29.9,22,15/4/2024 11:7:3
29.9,23,15/4/2024 11:7:13
29.9,22,15/4/2024 11:7:23
29.9,22,15/4/2024 11:7:33
29.9,22,15/4/2024 11:7:43
29.9,22,15/4/2024 11:7:54
29.9,22,15/4/2024 11:8:4
29.9,22,15/4/2024 11:8:14
29.9,22,15/4/2024 11:8:24
29.9,22,15/4/2024 11:8:34
29.9,22,15/4/2024 11:8:44
29.9,22,15/4/2024 11:8:54
29.8,22,15/4/2024 11:9:4
29.9,22,15/4/2024 11:9:14
29.9,23,15/4/2024 11:9:24
29.8,23,15/4/2024 11:9:35
29.9,22,15/4/2024 11:9:45
29.9,23,15/4/2024 11:9:55
29.9,23,15/4/2024 11:10:5
29.9,23,15/4/2024 11:10:15
29.9,23,15/4/2024 11:10:25
29.9,22,15/4/2024 11:10:35
29.9,23,15/4/2024 11:10:45
29.9,23,15/4/2024 11:10:55
29.9,23,15/4/2024 11:11:5
29.9,23,15/4/2024 11:11:16
29.9,23,15/4/2024 11:11:26
29.9,23,15/4/2024 11:11:36
29.9,23,15/4/2024 11:11:46
29.9,23,15/4/2024 11:11:56
29.9,23,15/4/2024 11:12:6
29.9,23,15/4/2024 11:12:16
29.9,23,15/4/2024 11:12:26
29.9,23,15/4/2024 11:12:36
29.9,23,15/4/2024 11:12:47
29.9,23,15/4/2024 11:12:57
29.9,23,15/4/2024 11:13:7
29.9,23,15/4/2024 11:13:17
29.9,23,15/4/2024 11:13:27
29.9,23,15/4/2024 11:13:37
29.9,23,15/4/2024 11:13:47
29.9,23,15/4/2024 11:13:57
29.9,23,15/4/2024 11:14:7
30,23,15/4/2024 11:14:17
29.9,23,15/4/2024 11:14:28
30,23,15/4/2024 11:14:38
29.9,23,15/4/2024 11:14:48
29.9,23,15/4/2024 11:14:58
29.9,23,15/4/2024 11:15:8
29.9,23,15/4/2024 11:15:18
29.9,23,15/4/2024 11:15:28
29.9,23,15/4/2024 11:15:38
29.9,23,15/4/2024 11:15:48
29.9,23,15/4/2024 11:15:58
29.9,23,15/4/2024 11:16:9
29.9,23,15/4/2024 11:16:19
29.9,23,15/4/2024 11:16:29
29.8,23,15/4/2024 11:16:39
29.9,23,15/4/2024 11:16:49
29.9,23,15/4/2024 11:16:59
29.9,23,15/4/2024 11:17:9
29.9,23,15/4/2024 11:17:19
29.9,23,15/4/2024 11:17:29
29.9,23,15/4/2024 11:17:40
29.9,23,15/4/2024 11:17:50
29.9,23,15/4/2024 11:18:0
29.9,23,15/4/2024 11:18:10
29.9,23,15/4/2024 11:18:20
29.8,23,15/4/2024 11:18:30
29.9,23,15/4/2024 11:18:40
29.8,23,15/4/2024 11:18:50
29.9,23,15/4/2024 11:19:0
29.8,23,15/4/2024 11:19:10
29.9,23,15/4/2024 11:19:21
29.9,23,15/4/2024 11:19:31
29.8,23,15/4/2024 11:19:41
29.8,23,15/4/2024 11:19:51
29.8,23,15/4/2024 11:20:1
29.8,23,15/4/2024 11:20:11
29.9,23,15/4/2024 11:20:21
29.8,23,15/4/2024 11:20:31
29.9,23,15/4/2024 11:20:41
29.8,23,15/4/2024 11:20:52
29.8,23,15/4/2024 11:21:2
29.8,23,15/4/2024 11:21:12
29.9,23,15/4/2024 11:21:22
29.8,23,15/4/2024 11:21:32
29.8,23,15/4/2024 11:21:42
29.8,23,15/4/2024 11:21:52
29.8,23,15/4/2024 11:22:2
29.8,23,15/4/2024 11:22:12
29.8,23,15/4/2024 11:22:22
29.8,23,15/4/2024 11:22:33
29.8,23,15/4/2024 11:22:43
29.8,23,15/4/2024 11:22:53
29.8,23,15/4/2024 11:23:3
29.8,23,15/4/2024 11:23:13
29.8,23,15/4/2024 11:23:23
29.8,23,15/4/2024 11:23:33
29.8,23,15/4/2024 11:23:43
29.8,23,15/4/2024 11:23:53
29.8,23,15/4/2024 11:24:3
29.9,23,15/4/2024 11:24:14
29.8,23,15/4/2024 11:24:24
29.8,23,15/4/2024 11:24:34
29.8,23,15/4/2024 11:24:44
29.8,23,15/4/2024 11:24:54
29.8,23,15/4/2024 11:25:4
29.8,23,15/4/2024 11:25:14
29.8,23,15/4/2024 11:25:24
29.8,23,15/4/2024 11:25:34
29.8,23,15/4/2024 11:25:45
29.8,23,15/4/2024 11:25:55
29.8,23,15/4/2024 11:26:5
29.8,23,15/4/2024 11:26:15
29.8,23,15/4/2024 11:26:25
29.8,23,15/4/2024 11:26:35
29.8,23,15/4/2024 11:26:45
29.8,23,15/4/2024 11:26:55
29.8,23,15/4/2024 11:27:5
29.8,23,15/4/2024 11:27:15
29.8,23,15/4/2024 11:27:26
29.8,23,15/4/2024 11:27:36
29.8,23,15/4/2024 11:27:46
29.8,23,15/4/2024 11:27:56
29.8,24,15/4/2024 11:28:6
29.8,24,15/4/2024 11:28:16
29.9,24,15/4/2024 11:28:26
29.9,23,15/4/2024 11:28:36
29.8,23,15/4/2024 11:28:46
29.8,23,15/4/2024 11:28:57
29.8,23,15/4/2024 11:29:7
29.9,24,15/4/2024 11:29:17
29.8,23,15/4/2024 11:29:27
29.9,23,15/4/2024 11:29:37
29.8,23,15/4/2024 11:29:47
29.8,23,15/4/2024 11:29:57
29.8,23,15/4/2024 11:30:7
29.8,23,15/4/2024 11:30:17
29.8,23,15/4/2024 11:30:27
29.8,23,15/4/2024 11:30:38
29.9,23,15/4/2024 11:30:48
29.8,23,15/4/2024 11:30:58
29.8,23,15/4/2024 11:31:8
29.8,23,15/4/2024 11:31:18
29.8,23,15/4/2024 11:31:28
29.9,23,15/4/2024 11:31:38
29.9,23,15/4/2024 11:31:48
29.8,23,15/4/2024 11:31:58
29.8,23,15/4/2024 11:32:8
29.8,23,15/4/2024 11:32:19
29.8,23,15/4/2024 11:32:29
29.8,23,15/4/2024 11:32:39
29.8,23,15/4/2024 11:32:49
29.8,23,15/4/2024 11:32:59
29.8,23,15/4/2024 11:33:9
29.9,23,15/4/2024 11:33:19
29.8,23,15/4/2024 11:33:29
29.8,23,15/4/2024 11:33:39
29.8,23,15/4/2024 11:33:50
29.8,23,15/4/2024 11:34:0
29.8,23,15/4/2024 11:34:10
29.8,23,15/4/2024 11:34:20
29.9,23,15/4/2024 11:34:30
29.8,23,15/4/2024 11:34:40
29.8,23,15/4/2024 11:34:50
29.8,23,15/4/2024 11:35:0
29.8,23,15/4/2024 11:35:10
29.8,23,15/4/2024 11:35:20
29.8,23,15/4/2024 11:35:31
29.8,23,15/4/2024 11:35:41
29.9,23,15/4/2024 11:35:51
29.8,23,15/4/2024 11:36:1
29.9,23,15/4/2024 11:36:11
29.8,23,15/4/2024 11:36:21
29.9,23,15/4/2024 11:36:31
29.9,23,15/4/2024 11:36:41
29.8,23,15/4/2024 11:36:51
29.8,23,15/4/2024 11:37:1
29.8,23,15/4/2024 11:37:12
29.9,23,15/4/2024 11:37:22
29.9,23,15/4/2024 11:37:32
29.9,23,15/4/2024 11:37:42
29.9,23,15/4/2024 11:37:52
29.9,23,15/4/2024 11:38:2
29.9,23,15/4/2024 11:38:12
29.9,23,15/4/2024 11:38:22
29.9,23,15/4/2024 11:38:32
29.9,23,15/4/2024 11:38:43
29.9,23,15/4/2024 11:38:53
29.9,23,15/4/2024 11:39:3
29.9,23,15/4/2024 11:39:13
29.9,23,15/4/2024 11:39:23
29.9,23,15/4/2024 11:39:33
29.9,23,15/4/2024 11:39:43
29.9,23,15/4/2024 11:39:53
29.9,23,15/4/2024 11:40:3
29.8,23,15/4/2024 11:40:13
29.9,23,15/4/2024 11:40:24
29.9,23,15/4/2024 11:40:34
29.9,23,15/4/2024 11:40:44
29.9,23,15/4/2024 11:40:54
29.9,23,15/4/2024 11:41:4
29.9,23,15/4/2024 11:41:14
29.9,23,15/4/2024 11:41:24
29.8,23,15/4/2024 11:41:34
29.9,23,15/4/2024 11:41:44
29.9,23,15/4/2024 11:41:55
29.9,23,15/4/2024 11:42:5
29.9,23,15/4/2024 11:42:15
30,23,15/4/2024 11:42:25
29.9,24,15/4/2024 11:42:35
29.9,24,15/4/2024 11:42:45
29.9,24,15/4/2024 11:42:55
29.9,24,15/4/2024 11:43:5
29.9,24,15/4/2024 11:43:15
29.9,24,15/4/2024 11:43:25
29.9,24,15/4/2024 11:43:36
29.9,24,15/4/2024 11:43:46
29.8,23,15/4/2024 11:43:56
29.9,23,15/4/2024 11:44:6
29.9,23,15/4/2024 11:44:16
29.9,24,15/4/2024 11:44:26
29.8,24,15/4/2024 11:44:36
29.8,24,15/4/2024 11:44:46
29.9,24,15/4/2024 11:44:56
29.8,24,15/4/2024 11:45:6
29.9,24,15/4/2024 11:45:17
29.9,24,15/4/2024 11:45:27
29.9,24,15/4/2024 11:45:37
29.9,24,15/4/2024 11:45:47
29.9,24,15/4/2024 11:45:57
29.8,24,15/4/2024 11:46:7
29.8,24,15/4/2024 11:46:17
29.9,24,15/4/2024 11:46:27
29.9,24,15/4/2024 11:46:37
29.9,24,15/4/2024 11:46:48
29.8,24,15/4/2024 11:46:58
29.9,24,15/4/2024 11:47:8
29.9,23,15/4/2024 11:47:18
29.9,24,15/4/2024 11:47:28
29.8,24,15/4/2024 11:47:38
29.9,24,15/4/2024 11:47:48
29.9,23,15/4/2024 11:47:58
29.9,24,15/4/2024 11:48:8
29.8,23,15/4/2024 11:48:18
29.8,24,15/4/2024 11:48:29
29.8,24,15/4/2024 11:48:39
29.9,24,15/4/2024 11:48:49
29.8,23,15/4/2024 11:48:59
29.9,24,15/4/2024 11:49:9
29.9,24,15/4/2024 11:49:19
29.8,24,15/4/2024 11:49:29
29.9,24,15/4/2024 11:49:39
29.9,24,15/4/2024 11:49:49
29.8,24,15/4/2024 11:50:0
29.9,24,15/4/2024 11:50:10
29.8,24,15/4/2024 11:50:20
29.8,24,15/4/2024 11:50:30
29.8,24,15/4/2024 11:50:40
29.9,24,15/4/2024 11:50:50
29.9,24,15/4/2024 11:51:0
29.8,24,15/4/2024 11:51:10
29.9,24,15/4/2024 11:51:20
29.8,24,15/4/2024 11:51:30
29.8,24,15/4/2024 11:51:41
29.8,24,15/4/2024 11:51:51
29.9,24,15/4/2024 11:52:1
29.9,24,15/4/2024 11:52:11
29.9,24,15/4/2024 11:52:21
29.9,24,15/4/2024 11:52:31
29.8,24,15/4/2024 11:52:41
29.8,24,15/4/2024 11:52:51
29.8,24,15/4/2024 11:53:1
29.9,24,15/4/2024 11:53:11
29.8,24,15/4/2024 11:53:22
29.8,24,15/4/2024 11:53:32
29.8,24,15/4/2024 11:53:42
29.8,24,15/4/2024 11:53:52
29.9,24,15/4/2024 11:54:2
29.9,24,15/4/2024 11:54:12
29.9,24,15/4/2024 11:54:22
29.8,24,15/4/2024 11:54:32
29.8,24,15/4/2024 11:54:42
29.8,24,15/4/2024 11:54:53
29.9,24,15/4/2024 11:55:3
29.9,24,15/4/2024 11:55:13
29.9,24,15/4/2024 11:55:23
29.9,24,15/4/2024 11:55:33
29.8,24,15/4/2024 11:55:43
29.8,24,15/4/2024 11:55:53
29.8,24,15/4/2024 11:56:3
29.9,24,15/4/2024 11:56:13
29.8,24,15/4/2024 11:56:23
29.9,24,15/4/2024 11:56:34
29.9,24,15/4/2024 11:56:44
29.9,24,15/4/2024 11:56:54
29.9,24,15/4/2024 11:57:4
29.8,24,15/4/2024 11:57:14
29.8,24,15/4/2024 11:57:24
29.9,24,15/4/2024 11:57:34
29.9,24,15/4/2024 11:57:44
29.8,24,15/4/2024 11:57:54
29.9,24,15/4/2024 11:58:5
29.9,24,15/4/2024 11:58:15
29.9,24,15/4/2024 11:58:25
29.8,24,15/4/2024 11:58:35
29.9,24,15/4/2024 11:58:45
29.8,24,15/4/2024 11:58:55
29.9,24,15/4/2024 11:59:5
29.8,24,15/4/2024 11:59:15
29.8,24,15/4/2024 11:59:25
29.9,24,15/4/2024 11:59:35
29.8,24,15/4/2024 11:59:46
29.8,24,15/4/2024 11:59:56
29.8,24,15/4/2024 12:0:6
29.8,24,15/4/2024 12:0:16
29.9,24,15/4/2024 12:0:26
29.9,24,15/4/2024 12:0:36
29.9,24,15/4/2024 12:0:46
29.9,24,15/4/2024 12:0:56
29.9,24,15/4/2024 12:1:6
29.8,24,15/4/2024 12:1:16
29.9,24,15/4/2024 12:1:27
29.8,24,15/4/2024 12:1:37
29.9,24,15/4/2024 12:1:47
29.9,24,15/4/2024 12:1:57
29.8,24,15/4/2024 12:2:7
29.8,24,15/4/2024 12:2:17
29.8,24,15/4/2024 12:2:27
29.8,24,15/4/2024 12:2:37
29.8,24,15/4/2024 12:2:47
29.8,24,15/4/2024 12:2:57
29.8,24,15/4/2024 12:3:8
29.8,24,15/4/2024 12:3:18
29.8,24,15/4/2024 12:3:28
29.8,24,15/4/2024 12:3:38
29.9,24,15/4/2024 12:3:48
29.9,24,15/4/2024 12:3:58
29.8,24,15/4/2024 12:4:8
29.9,24,15/4/2024 12:4:18
29.8,24,15/4/2024 12:4:28
29.8,24,15/4/2024 12:4:38
29.9,24,15/4/2024 12:4:49
29.8,24,15/4/2024 12:4:59
29.9,24,15/4/2024 12:5:9
29.8,24,15/4/2024 12:5:19
29.8,24,15/4/2024 12:5:29
29.8,24,15/4/2024 12:5:39
29.8,24,15/4/2024 12:5:49
29.8,24,15/4/2024 12:5:59
29.9,24,15/4/2024 12:6:9
29.9,24,15/4/2024 12:6:20
29.8,24,15/4/2024 12:6:30
29.9,24,15/4/2024 12:6:40
29.9,24,15/4/2024 12:6:50
29.9,24,15/4/2024 12:7:0
29.9,24,15/4/2024 12:7:10
29.8,24,15/4/2024 12:7:20
29.9,24,15/4/2024 12:7:30
29.8,24,15/4/2024 12:7:40
29.9,24,15/4/2024 12:7:50
29.8,24,15/4/2024 12:8:1
29.9,24,15/4/2024 12:8:11
29.8,24,15/4/2024 12:8:21
29.8,24,15/4/2024 12:8:31
29.8,24,15/4/2024 12:8:41
29.9,24,15/4/2024 12:8:51
29.8,24,15/4/2024 12:9:1
29.8,24,15/4/2024 12:9:11
29.9,24,15/4/2024 12:9:21
29.8,24,15/4/2024 12:9:31
29.8,24,15/4/2024 12:9:42
29.8,24,15/4/2024 12:9:52
29.9,24,15/4/2024 12:10:2
29.8,24,15/4/2024 12:10:12
29.8,24,15/4/2024 12:10:22
29.8,24,15/4/2024 12:10:32
29.8,24,15/4/2024 12:10:42
29.8,24,15/4/2024 12:10:52
29.8,24,15/4/2024 12:11:2
29.8,24,15/4/2024 12:11:13
29.8,24,15/4/2024 12:11:23
29.8,24,15/4/2024 12:11:33
29.8,24,15/4/2024 12:11:43
29.8,24,15/4/2024 12:11:53
29.8,24,15/4/2024 12:12:3
29.9,24,15/4/2024 12:12:13
29.8,24,15/4/2024 12:12:23
29.8,24,15/4/2024 12:12:33
29.8,24,15/4/2024 12:12:43
29.8,24,15/4/2024 12:12:54
29.8,24,15/4/2024 12:13:4
29.8,24,15/4/2024 12:13:14
29.8,24,15/4/2024 12:13:24
29.9,24,15/4/2024 12:13:34
29.8,24,15/4/2024 12:13:44
29.8,24,15/4/2024 12:13:54
29.8,24,15/4/2024 12:14:4
29.8,24,15/4/2024 12:14:14
29.8,24,15/4/2024 12:14:24
29.8,24,15/4/2024 12:14:35
29.8,24,15/4/2024 12:14:45
29.8,24,15/4/2024 12:14:55
29.8,24,15/4/2024 12:15:5
29.8,24,15/4/2024 12:15:15
29.8,24,15/4/2024 12:15:25
29.8,24,15/4/2024 12:15:35
29.8,24,15/4/2024 12:15:45
29.8,25,15/4/2024 12:15:55
29.9,25,15/4/2024 12:16:5
29.9,25,15/4/2024 12:16:16
29.9,25,15/4/2024 12:16:26
29.8,25,15/4/2024 12:16:36
29.9,25,15/4/2024 12:16:46
29.8,25,15/4/2024 12:16:56
29.8,25,15/4/2024 12:17:6
29.8,25,15/4/2024 12:17:16
29.8,26,15/4/2024 12:17:26
29.8,26,15/4/2024 12:17:36
29.8,26,15/4/2024 12:17:47
29.8,26,15/4/2024 12:17:57
29.8,26,15/4/2024 12:18:7
29.8,26,15/4/2024 12:18:17
29.8,26,15/4/2024 12:18:27
29.8,26,15/4/2024 12:18:37
29.8,25,15/4/2024 12:18:47
29.8,25,15/4/2024 12:18:57
29.8,25,15/4/2024 12:19:7
29.9,26,15/4/2024 12:19:17
29.8,25,15/4/2024 12:19:28
29.8,25,15/4/2024 12:19:38
29.8,26,15/4/2024 12:19:48
29.8,26,15/4/2024 12:19:58
29.8,26,15/4/2024 12:20:8
29.8,26,15/4/2024 12:20:18
29.9,27,15/4/2024 12:20:28
29.8,26,15/4/2024 12:20:38
29.8,26,15/4/2024 12:20:48
29.8,26,15/4/2024 12:20:59
29.8,26,15/4/2024 12:21:9
29.9,27,15/4/2024 12:21:19
29.8,27,15/4/2024 12:21:29
29.8,26,15/4/2024 12:21:39
29.8,26,15/4/2024 12:21:49
29.8,26,15/4/2024 12:21:59
29.8,26,15/4/2024 12:22:9
29.8,26,15/4/2024 12:22:19
29.8,26,15/4/2024 12:22:29
29.8,26,15/4/2024 12:22:40
29.8,27,15/4/2024 12:22:50
29.8,27,15/4/2024 12:23:0
29.9,26,15/4/2024 12:23:10
29.8,26,15/4/2024 12:23:20
29.8,27,15/4/2024 12:23:30
29.8,27,15/4/2024 12:23:40
29.9,26,15/4/2024 12:23:50
29.9,27,15/4/2024 12:24:0
29.8,27,15/4/2024 12:24:10
29.9,27,15/4/2024 12:24:21
29.9,27,15/4/2024 12:24:31
29.9,27,15/4/2024 12:24:41
29.9,27,15/4/2024 12:24:51
29.9,27,15/4/2024 12:25:1
29.8,27,15/4/2024 12:25:11
29.9,27,15/4/2024 12:25:21
29.8,27,15/4/2024 12:25:31
29.8,27,15/4/2024 12:25:41
29.8,27,15/4/2024 12:25:52
29.9,26,15/4/2024 12:26:2
29.8,26,15/4/2024 12:26:12
29.9,26,15/4/2024 12:26:22
29.8,26,15/4/2024 12:26:32
29.8,26,15/4/2024 12:26:42
29.8,26,15/4/2024 12:26:52
29.8,26,15/4/2024 12:27:2
29.8,26,15/4/2024 12:27:12
29.8,26,15/4/2024 12:27:22
29.8,26,15/4/2024 12:27:33
29.8,26,15/4/2024 12:27:43
29.8,26,15/4/2024 12:27:53
29.8,25,15/4/2024 12:28:3
29.8,25,15/4/2024 12:28:13
29.9,25,15/4/2024 12:28:23
29.9,25,15/4/2024 12:28:33
29.9,25,15/4/2024 12:28:43
29.9,25,15/4/2024 12:28:53
29.9,25,15/4/2024 12:29:3
29.9,26,15/4/2024 12:29:14
29.9,26,15/4/2024 12:29:24
29.9,26,15/4/2024 12:29:34
29.9,26,15/4/2024 12:29:44
29.9,26,15/4/2024 12:29:54
29.9,26,15/4/2024 12:30:4
29.9,26,15/4/2024 12:30:14
29.9,26,15/4/2024 12:30:24
29.9,26,15/4/2024 12:30:34
29.9,26,15/4/2024 12:30:45
29.9,26,15/4/2024 12:30:55
29.9,26,15/4/2024 12:31:5
29.9,26,15/4/2024 12:31:15
29.9,26,15/4/2024 12:31:25
29.9,26,15/4/2024 12:31:35
29.9,26,15/4/2024 12:31:45
30,26,15/4/2024 12:31:55
29.9,26,15/4/2024 12:32:5
29.9,26,15/4/2024 12:32:15
29.9,26,15/4/2024 12:32:26
29.9,26,15/4/2024 12:32:36
29.9,26,15/4/2024 12:32:46
29.9,26,15/4/2024 12:32:56
29.9,26,15/4/2024 12:33:6
29.9,26,15/4/2024 12:33:16
29.9,26,15/4/2024 12:33:26
29.9,26,15/4/2024 12:33:36
29.9,26,15/4/2024 12:33:46
29.9,26,15/4/2024 12:33:57
29.9,26,15/4/2024 12:34:7
30,25,15/4/2024 12:34:17
29.9,25,15/4/2024 12:34:27
29.9,25,15/4/2024 12:34:37
30,25,15/4/2024 12:34:47
29.9,25,15/4/2024 12:34:57
30,25,15/4/2024 12:35:7
29.9,25,15/4/2024 12:35:17
30,25,15/4/2024 12:35:27
30,25,15/4/2024 12:35:38
30,25,15/4/2024 12:35:48
30,25,15/4/2024 12:35:58
30,26,15/4/2024 12:36:8
30,25,15/4/2024 12:36:18
30,25,15/4/2024 12:36:28
30,25,15/4/2024 12:36:38
30,25,15/4/2024 12:36:48
30,25,15/4/2024 12:36:58
30,25,15/4/2024 12:37:8
30,25,15/4/2024 12:37:19
30,25,15/4/2024 12:37:29
30,25,15/4/2024 12:37:39
30,25,15/4/2024 12:37:49
30,25,15/4/2024 12:37:59
30,25,15/4/2024 12:38:9
30,25,15/4/2024 12:38:19
30,25,15/4/2024 12:38:29
30,25,15/4/2024 12:38:39
30,25,15/4/2024 12:38:50
30,25,15/4/2024 12:39:0
29.9,26,15/4/2024 12:39:10
30,26,15/4/2024 12:39:20
30,26,15/4/2024 12:39:30
30,26,15/4/2024 12:39:40
30,26,15/4/2024 12:39:50
30,26,15/4/2024 12:40:0
30,26,15/4/2024 12:40:10
30,26,15/4/2024 12:40:20
30,26,15/4/2024 12:40:31
30,26,15/4/2024 12:40:41
30,26,15/4/2024 12:40:51
30,26,15/4/2024 12:41:1
30,26,15/4/2024 12:41:11
30,26,15/4/2024 12:41:21
30,26,15/4/2024 12:41:31
30,26,15/4/2024 12:41:41
30,26,15/4/2024 12:41:51
30,26,15/4/2024 12:42:2
30,26,15/4/2024 12:42:12
30,26,15/4/2024 12:42:22
30,26,15/4/2024 12:42:32
30,26,15/4/2024 12:42:42
30,26,15/4/2024 12:42:52
30,26,15/4/2024 12:43:2
29.9,26,15/4/2024 12:43:12
30,26,15/4/2024 12:43:22
30,26,15/4/2024 12:43:32
30,25,15/4/2024 12:43:43
30,26,15/4/2024 12:43:53
30,26,15/4/2024 12:44:3
30,26,15/4/2024 12:44:13
30,26,15/4/2024 12:44:23
30,26,15/4/2024 12:44:33
30,26,15/4/2024 12:44:43
30,26,15/4/2024 12:44:53
30,26,15/4/2024 12:45:3
30,26,15/4/2024 12:45:13
30,26,15/4/2024 12:45:24
30,26,15/4/2024 12:45:34
30,26,15/4/2024 12:45:44
30,26,15/4/2024 12:45:54
30,25,15/4/2024 12:46:4
30,25,15/4/2024 12:46:14
30,26,15/4/2024 12:46:24
30,25,15/4/2024 12:46:34
30,26,15/4/2024 12:46:44
30,25,15/4/2024 12:46:55
30,26,15/4/2024 12:47:5
30,25,15/4/2024 12:47:15
30,26,15/4/2024 12:47:25
30,25,15/4/2024 12:47:35
30,25,15/4/2024 12:47:45
30,25,15/4/2024 12:47:55
30,25,15/4/2024 12:48:5
30,25,15/4/2024 12:48:15
30,25,15/4/2024 12:48:25
30,25,15/4/2024 12:48:36
30,25,15/4/2024 12:48:46
30,25,15/4/2024 12:48:56
30,25,15/4/2024 12:49:6
30,25,15/4/2024 12:49:16
30,25,15/4/2024 12:49:26
30,25,15/4/2024 12:49:36
30,25,15/4/2024 12:49:46
30,25,15/4/2024 12:49:56
30,25,15/4/2024 12:50:7
30,25,15/4/2024 12:50:17
30,25,15/4/2024 12:50:27
30,25,15/4/2024 12:50:37
30,25,15/4/2024 12:50:47
30,25,15/4/2024 12:50:57
30,25,15/4/2024 12:51:7
30,25,15/4/2024 12:51:17
30,25,15/4/2024 12:51:27
30,25,15/4/2024 12:51:37
30,25,15/4/2024 12:51:48
